Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Europe & Central Asia (excluding high income),ECA,Arable land (% of land area),AG.LND.ARBL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.20776433,11.10459854,11.05658885,11.01777658,10.87891324,10.91091496,10.79647681,10.72839436,10.59127494,10.51788866,10.44917351,10.37229678,10.36265236,10.33341239,10.36323636,10.31535777,10.29470673,10.28904584,10.29175501,10.27636835,10.28300904,10.30331051,10.312641,10.31811791,10.31169802,10.29990983,10.2905896,10.2692751,10.27551115,
Europe & Central Asia,ECS,Arable land (% of land area),AG.LND.ARBL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.54331232,13.54627986,13.47777153,13.39132252,13.28475984,13.30699487,13.19647369,13.11562119,12.9717463,12.81505738,12.71373427,12.61364081,12.59752827,12.55773407,12.56190975,12.46796026,12.47267832,12.45899511,12.4195207,12.3992846,12.41445948,12.39878568,12.40069435,12.38567388,12.36732207,12.35942241,12.32955473,12.33349012,12.30405807,
Ecuador,ECU,Arable land (% of land area),AG.LND.ARBL.ZS,,6.158792082,6.158792082,6.176853056,6.176853056,6.19491403,6.19491403,6.212975004,6.19491403,6.212975004,6.231035977,6.249096951,6.267157925,6.285218899,6.332177431,6.212975004,6.068487213,5.96012137,5.815633579,5.707267736,5.570004335,5.779511631,5.606126282,5.63502384,5.689206762,5.743389684,5.797572605,5.837306748,5.869816501,5.71810432,5.79396041,5.938448201,5.898714059,5.667533593,5.855367721,5.685594567,5.804796995,5.812021384,6.45031406,6.482525366,6.506683846,6.039619907,5.475922049,5.230310839,5.141729747,5.218231599,4.964567563,4.811563859,4.976646803,4.829280077,4.776936705,4.653325817,4.621919794,4.807537446,3.905620873,4.300209373,3.929779353,4.159284909,3.897568046,3.982122725,4.179416975,
"Egypt, Arab Rep.",EGY,Arable land (% of land area),AG.LND.ARBL.ZS,,2.510422422,2.444120749,2.424029333,2.433070471,2.593801798,2.695263449,2.706313727,2.699281732,2.737455422,2.737455422,2.74750113,2.737455422,2.735446281,2.719373148,2.703300015,2.607865789,2.510422422,2.405947059,2.314531117,2.296448842,2.317544829,2.291667085,2.275091667,2.285659752,2.315535687,2.328595108,2.298457984,2.320558541,2.30649455,2.294439701,2.277361997,2.627233914,2.628138028,2.624601939,2.829875936,2.722848963,2.79162188,2.80638907,3.007684967,2.813802803,2.874077051,2.94941986,2.919282736,2.978552413,2.574714953,2.616906927,2.575719524,2.654076046,2.897182179,2.8861319,2.820834798,2.841930785,2.720347581,2.652257773,2.878976443,2.799503139,2.925278819,3.06293636,3.233713396,3.380380732,
Euro area,EMU,Arable land (% of land area),AG.LND.ARBL.ZS,,30.00905397,29.97278896,29.91196524,29.58210096,29.44698718,29.06464914,28.92834835,28.68918754,28.69262576,28.32535039,27.39600823,27.28754063,27.11210965,27.11624922,27.05528012,26.93915796,26.95082783,27.05798411,27.03429468,26.94734274,26.9617399,26.97999759,26.80745185,26.87787633,26.85122643,26.88978895,26.96175596,26.76452215,26.73021706,26.68489995,26.44455961,26.6878892,26.72253019,26.54386005,25.98629052,26.13077109,26.01145602,25.85007242,25.7867957,25.73465994,24.97511905,24.87285412,24.730763,24.770436,24.7563788,24.46277752,24.26088832,24.39581311,24.25316333,24.26762008,24.10612001,24.3184618,24.08872782,24.00276798,23.92993493,23.88015107,23.88382503,23.59352689,23.66452554,23.51894756,
Eritrea,ERI,Arable land (% of land area),AG.LND.ARBL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.930693069,4.326732673,4.336633663,3.653465347,3.871287129,4.930693069,4.930693069,5.544554455,5.564356436,5.564356436,5.910891089,4.94285853,5.122894691,5.537005623,5.535698372,5.534560297,5.699201497,5.699412819,5.698288554,5.698611818,5.700157914,5.700774525,5.698298624,5.698831192,5.69912425,5.69881919,5.698685898,5.700555802,
Spain,ESP,Arable land (% of land area),AG.LND.ARBL.ZS,,32.50630277,32.60634679,32.42426668,31.85201489,31.94605626,31.03165393,31.4938573,31.39781504,32.17815839,31.39381328,32.69238465,32.59033975,32.12213374,31.85192596,31.66543242,31.34095322,31.28878568,31.30943087,31.18468991,31.14901796,31.1716654,31.16365675,31.21959033,31.33709755,31.16290245,31.16490469,31.2029473,31.1889316,31.05878584,30.70438892,30.55021624,30.43608842,29.99759731,29.64520263,28.12149608,28.93240429,28.60203428,27.39868653,26.95619093,26.85370741,26.20556848,25.86766592,26.07519881,26.09279218,25.87308902,25.49200369,25.21688606,25.03608661,25.06116392,25.05549889,24.86396735,25.12944563,24.35177226,24.54569081,24.57310056,24.69589482,24.52974077,23.78736818,23.64496217,23.29945606,
Estonia,EST,Arable land (% of land area),AG.LND.ARBL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.30337344,25.14744043,22.38735551,20.6180703,20.85397499,20.94833687,20.9247464,20.26421326,19.88676575,15.97074782,14.47511205,12.85680585,12.25053079,13.96083982,13.18943147,14.13776834,14.10238264,14.06935598,15.2158528,14.91861288,14.63788629,14.67678859,15.04485852,15.52795031,16.0110421,15.88304094,15.97660819,16.14035088,16.23391813,
Ethiopia,ETH,Arable land (% of land area),AG.LND.ARBL.ZS,,9.990917348,10.40781108,10.5640327,10.5640327,10.89464124,10.96276113,11.03542234,11.12624886,11.38056312,11.38056312,11.59854678,11.80744777,11.80744777,11.80744777,11.80744777,11.80744777,11.83469573,11.86194369,11.90281562,11.80744777,11.62579473,11.44414169,11.26248865,10.89918256,10.76294278,10.53587648,10.26339691,10.08174387,9.900090827,9.763851045,9.673024523,9.673024523,10,9.932,9.94,9.927,9.9,9.95,10,10,9.9084,9.853,10.928,10.95519193,11.36186661,11.86943388,12.43807699,12.05598176,12.35879829,12.90570165,13.46228578,13.59759388,13.70847349,13.81964639,13.93039592,14.04092023,14.15015737,14.34303848,14.34695029,14.35009069,
European Union,EUU,Arable land (% of land area),AG.LND.ARBL.ZS,,31.67649443,31.58471113,31.4339524,31.1969188,30.99547468,30.71546805,30.57221223,30.38697327,30.33911946,30.06539367,29.3987999,29.27668382,29.125734,29.10896668,29.04288704,28.95605601,28.94400321,29.00727087,28.96497075,28.87813465,28.85648706,28.8572834,28.73373388,28.81010343,28.79656707,28.81922877,28.88092813,28.74597454,28.53133459,28.49639507,28.30274866,28.21755161,28.46814277,28.29569739,27.8970195,27.96239572,27.91656854,27.65076829,27.58952431,27.38141507,26.77742443,26.4262439,26.20518158,26.10930848,25.99483914,25.8089316,25.43476243,25.60667137,25.54969979,25.29629971,25.24128175,25.28814672,25.09189291,25.05999936,24.99419631,24.89787178,24.89789439,24.75783486,24.89162988,24.68513195,
Fragile and conflict affected situations,FCS,Arable land (% of land area),AG.LND.ARBL.ZS,,6.064324441,6.147798637,6.289239424,6.362087109,6.499097846,6.485803613,6.501532971,6.543261653,6.872522825,6.6970265,6.645410924,6.449562379,6.677262403,6.443776917,6.385501772,6.42192302,6.157129324,6.083572686,6.058883772,6.171004085,5.985786225,6.044958001,6.039601935,6.199977851,6.315260794,6.571484785,6.551029714,6.575106505,6.548479206,6.638155053,6.806922644,8.298656408,8.448030885,8.479590269,8.683859248,8.799543959,8.821392764,8.857163368,8.893231236,8.853992567,8.832441025,8.940262615,9.197858043,9.16503216,9.381817267,9.437076677,9.589593844,9.557127035,9.454463506,9.665282546,9.859879938,10.08495862,10.1947569,10.24297268,10.27027957,10.33103555,10.39629567,10.44200038,10.44763987,10.44127752,
Finland,FIN,Arable land (% of land area),AG.LND.ARBL.ZS,,8.748481565,8.795758232,8.849601103,8.89589284,8.93167865,8.974030664,9.003578581,9.012442956,8.573820546,8.448077744,8.380774155,8.085294987,7.988115171,8.028497324,8.049509176,8.082668505,7.940510194,7.912603828,7.877802948,7.777668341,7.72415378,7.632226928,7.588561673,7.517318362,7.468400144,7.418496996,7.482845793,7.375160051,7.422108408,7.449029843,7.550149381,7.499917922,7.471026626,7.550149381,7.037328868,6.971338521,6.978561345,7.115138383,7.147641091,7.183755212,7.200827342,7.239567944,7.26813093,7.290784333,7.342657343,7.433165631,7.42115821,7.433695295,7.43106285,7.419545903,7.405640199,7.401033269,7.318766659,7.34081411,7.378171169,7.390345826,7.3769413,7.383521979,7.386569276,7.379746003,
Fiji,FJI,Arable land (% of land area),AG.LND.ARBL.ZS,,4.871373837,4.871373837,4.707170224,4.707170224,4.433497537,4.433497537,4.324028462,3.667214012,3.667214012,3.667214012,3.667214012,3.831417625,3.831417625,3.831417625,4.105090312,4.378762999,4.652435687,4.926108374,4.926108374,4.926108374,5.199781062,5.473453749,5.747126437,6.020799124,6.568144499,6.568144499,7.115489874,7.662835249,8.210180624,8.757525999,9.359605911,9.042145594,8.724685276,8.407224959,7.816091954,7.498631637,7.181171319,6.863711002,6.655719759,6.338259442,6.020799124,5.703338807,5.385878489,5.068418172,4.750957854,4.433497537,4.116037219,3.798576902,3.382594417,3.45922277,3.535851122,3.612479475,3.689107827,3.76573618,3.842364532,3.918992885,3.995621237,4.072249589,4.148877942,4.203612479,
France,FRA,Arable land (% of land area),AG.LND.ARBL.ZS,,35.80572936,35.6669333,35.52996351,34.84146203,34.32645562,33.71830976,33.01154564,32.1038925,32.0783248,31.80803775,31.1487565,31.09579484,31.22180705,31.55418708,31.65463159,31.28572629,31.53044564,31.69115687,31.77881753,31.90848227,32.00710051,32.2353835,32.26825625,32.52393319,32.73212727,32.86909706,33.17773565,32.53123824,32.34295044,32.4797376,32.56465887,32.59314859,32.93447731,33.04843617,33.18887586,33.24713368,33.36602346,33.4535015,33.51760336,33.51991628,33.50439307,33.55114534,33.50229161,33.54475343,33.56289847,33.49240353,33.39597521,33.36401507,33.3411864,33.42245647,33.37442495,33.38775689,33.43158794,33.4816284,33.74753679,33.52329712,33.72136052,33.10413345,32.99204101,32.7939557,
Faroe Islands,FRO,Arable land (% of land area),AG.LND.ARBL.ZS,,0.045845272,0.045845272,0.045845272,0.045845272,0.045845272,0.045845272,0.045845272,0.045845272,0.045845272,0.045845272,0.045845272,0.045845272,0.045845272,0.045845272,0.045845272,0.045845272,0.045845272,0.045845272,0.045845272,0.045845272,0.045845272,0.045845272,0.045845272,0.045845272,0.045845272,0.045845272,0.045845272,0.045845272,0.045845272,0.045845272,0.045845272,0.045845272,0.045845272,0.045845272,0.045845272,0.045845272,0.045845272,0.045845272,0.045845272,0.045845272,0.045845272,0.045845272,0.045845272,0.045845272,0.045845272,0.045845272,0.045845272,0.045845272,0.045845272,0.045845272,0.045845272,0.045845272,0.045845272,0.045845272,0.045845272,0.047277937,0.047277937,0.047277937,0.047277937,0.05124451,
"Micronesia, Fed. Sts.",FSM,Arable land (% of land area),AG.LND.ARBL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.571428571,3.571428571,3.571428571,3.571428571,3.571428571,3.571428571,3.571428571,3.571428571,3.571428571,3.571428571,3.571428571,3.571428571,3.571428571,3.571428571,3.571428571,3.571428571,3.571428571,3.571428571,2.857142857,2.857142857,2.857142857,2.857142857,2.857142857,2.857142857,2.857142857,2.857142857,2.857142857,2.857142857,2.857142857,2.857142857,
Gabon,GAB,Arable land (% of land area),AG.LND.ARBL.ZS,,0.349283968,0.388093298,0.426902627,0.465711957,0.504521287,0.543330617,0.582139946,0.620949276,0.659758606,0.698567936,0.737377265,0.776186595,0.814995925,0.853805255,0.90037645,1.001280708,1.059494703,1.113827764,1.12158963,1.129351496,1.137113362,1.144875228,1.152637094,1.16039896,1.168160826,1.175922692,1.183684558,1.191446424,1.19920829,1.206970156,1.214732022,1.222493888,1.230255753,1.238017619,1.261303217,1.261303217,1.261303217,1.261303217,1.261303217,1.261303217,1.261303217,1.261303217,1.261303217,1.261303217,1.261303217,1.261303217,1.261303217,1.261303217,1.261303217,1.261303217,1.261303217,1.261303217,1.261303217,1.261303217,1.261303217,1.261303217,1.261303217,1.261303217,1.261303217,1.261303217,
United Kingdom,GBR,Arable land (% of land area),AG.LND.ARBL.ZS,,29.6573389,29.90947795,30.0706816,30.39722234,30.33522093,30.27321953,30.21121812,30.07894846,29.60773778,29.35559873,29.47960154,29.46720126,29.2439962,29.21092878,28.39251023,28.49584591,28.60744844,28.66944984,28.22717315,28.59504815,28.54958046,28.57438102,28.51651304,28.61158186,28.8926549,28.68598355,28.66531641,28.46277849,27.70222792,27.3632869,27.14421527,27.09048072,25.17670401,24.43268714,24.53602282,25.20563799,26.32166329,25.84631918,24.4574877,24.2880172,23.35799611,23.91600876,23.39106353,24.05241185,23.68040342,25.18910429,25.15190344,24.82122928,25.00310007,24.67655934,25.05683462,25.67684868,25.89757368,25.76571736,24.84602984,24.90807465,25.1431381,24.95675361,25.15437689,24.71170256,
Georgia,GEO,Arable land (% of land area),AG.LND.ARBL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.44049504,11.44049504,11.44049504,11.0951216,11.2390272,11.29658944,11.39732336,11.36854224,11.41171392,11.44049504,11.49805727,11.54122895,6.504533026,6.763563103,6.648438624,6.662829184,6.605266945,6.23111239,5.684271118,5.430997266,5.324507123,5.982155706,5.252554324,5.291408836,4.950352569,4.662541373,4.475464096,4.417901856,4.461073536,
Ghana,GHA,Arable land (% of land area),AG.LND.ARBL.ZS,,7.471213853,7.471213853,7.471213853,7.471213853,7.471213853,7.471213853,7.471213853,7.471213853,7.471213853,7.471213853,7.471213853,7.471213853,7.471213853,7.471213853,7.91069702,7.91069702,7.91069702,8.350180188,8.350180188,8.350180188,8.350180188,9.229146524,9.229146524,10.10811286,10.54759603,10.54759603,10.98707919,11.42656236,11.42656236,11.86604553,12.3055287,12.3055287,12.3055287,12.3055287,13.18449503,14.06346137,15.82139404,15.61307902,15.404764,15.19644898,14.98813395,14.77981893,14.57150391,14.36318889,14.15487387,13.94655885,13.73824383,13.5299288,13.32161378,13.11329876,12.90498374,12.69666872,12.4883537,12.28003867,12.07172365,11.86340863,11.65509361,11.44677859,11.23934253,11.04630977,
Gibraltar,GIB,Arable land (% of land area),AG.LND.ARBL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,Arable land (% of land area),AG.LND.ARBL.ZS,,14.32524825,14.32117858,14.22350643,14.12583428,14.03223181,13.93455966,13.83688751,13.73921537,13.64154322,13.54794075,13.4502686,13.35259645,13.2549243,13.16132183,13.06364968,12.96597754,12.86830539,12.77063324,12.67703077,12.57935862,12.48168647,12.38401433,12.28634218,12.1927397,12.09506756,11.99739541,11.89972326,11.80612079,11.70844864,11.61077649,11.51310435,11.4154322,11.32182972,11.22415758,11.12648543,11.1305551,11.13462478,11.13869445,11.14276412,11.14683379,11.15090347,11.15497314,11.15904281,11.16311249,11.15497314,11.1916002,11.39508384,11.59856748,11.59856748,11.80205112,11.80205112,12.20901839,12.61598567,12.61598567,12.61598567,12.61598567,12.61598567,12.61598567,12.61598567,12.61598567,
"Gambia, The",GMB,Arable land (% of land area),AG.LND.ARBL.ZS,,11.95652174,12.05533597,12.1541502,12.25296443,12.35177866,12.45059289,12.64822134,12.64822134,12.8458498,12.8458498,13.14229249,13.63636364,14.13043478,16.79841897,16.2055336,16.10671937,16.79841897,17.49011858,16.40316206,15.71146245,17.88537549,19.96047431,18.08300395,16.69960474,16.69960474,17.49011858,18.18181818,19.66403162,17.88537549,18.47826087,19.36758893,16.00790514,15.90909091,17.78656126,18.28063241,18.77470356,20.256917,19.76284585,23.71541502,27.66798419,29.64426877,27.66798419,29.64426877,30.63241107,32.11462451,28.95256917,29.94071146,36.75889328,42.29249012,44.46640316,44.46640316,43.47826087,43.47826087,43.47826087,43.47826087,43.47826087,43.47826087,43.47826087,43.47826087,43.47826087,
Guinea-Bissau,GNB,Arable land (% of land area),AG.LND.ARBL.ZS,,8.357041252,8.357041252,8.357041252,8.357041252,8.357041252,8.357041252,8.712660028,8.712660028,8.712660028,8.712660028,8.712660028,8.712660028,8.890469417,9.068278805,9.068278805,9.068278805,9.068278805,9.068278805,9.068278805,9.068278805,9.13940256,9.60170697,9.957325747,10.13513514,10.31294452,8.890469417,8.53485064,8.179231863,8.53485064,8.890469417,8.890469417,8.890469417,9.60170697,9.957325747,9.957325747,9.60170697,9.60170697,9.246088193,9.957325747,10.6685633,10.6685633,9.957325747,9.60170697,9.957325747,9.957325747,9.957325747,9.957325747,9.957325747,9.957325747,10.6685633,10.6685633,10.6685633,10.6685633,10.6685633,10.6685633,10.6685633,10.6685633,10.6685633,10.6685633,10.6685633,
Equatorial Guinea,GNQ,Arable land (% of land area),AG.LND.ARBL.ZS,,3.921568627,4.099821747,4.278074866,4.31372549,4.31372549,4.456327986,4.456327986,4.456327986,4.456327986,4.456327986,4.634581105,4.634581105,4.634581105,4.634581105,4.634581105,4.634581105,4.634581105,4.634581105,4.634581105,4.634581105,4.634581105,4.634581105,4.634581105,4.634581105,4.634581105,4.634581105,4.634581105,4.634581105,4.634581105,4.634581105,4.634581105,4.634581105,4.634581105,4.634581105,4.634581105,4.634581105,4.634581105,4.634581105,4.634581105,4.634581105,4.634581105,4.634581105,4.634581105,4.634581105,4.634581105,4.654901961,4.675222816,4.695543672,4.715864528,4.736185383,4.756506239,4.776827094,4.79714795,4.817468806,4.837789661,4.858110517,4.878431373,4.898752228,4.919073084,4.941176471,
Greece,GRC,Arable land (% of land area),AG.LND.ARBL.ZS,,21.67571761,22.21101629,23.71605896,23.28161365,23.20403413,23.23506594,23.42901474,23.68502715,23.40574088,23.35143522,23.20403413,23.15748642,22.94026377,22.8704422,22.56012413,22.40496509,22.24980605,22.67649341,22.72304112,22.52133437,22.69200931,22.71528317,22.49806051,22.66873545,22.42048099,22.33514352,22.26532196,22.21101629,22.44375485,22.49030256,22.2420481,22.21877424,22.02482545,22.00155159,21.88518231,21.79984484,21.63692785,21.59813809,21.42746315,21.26454616,21.10162917,21.07835531,21.03956555,20.39565555,20.47323507,20.04654771,19.91466253,19.82932506,19.75950349,19.91466253,19.79829325,19.70519783,19.47245927,17.25368503,16.84251358,16.60201707,16.62441738,16.61206129,16.5394135,16.5394135,
Grenada,GRD,Arable land (% of land area),AG.LND.ARBL.ZS,,14.70588235,14.70588235,14.70588235,14.70588235,14.70588235,14.70588235,14.70588235,14.70588235,14.70588235,14.70588235,14.70588235,11.76470588,11.76470588,11.76470588,11.76470588,11.76470588,11.76470588,8.823529412,8.823529412,8.823529412,8.823529412,8.823529412,8.823529412,8.823529412,8.823529412,8.823529412,5.882352941,5.882352941,5.882352941,5.882352941,5.882352941,5.882352941,5.882352941,5.882352941,2.941176471,2.941176471,2.941176471,2.941176471,2.941176471,2.941176471,5.882352941,5.882352941,5.882352941,5.882352941,5.882352941,5.882352941,5.882352941,5.882352941,8.823529412,8.823529412,8.823529412,8.823529412,8.823529412,8.823529412,8.823529412,8.823529412,8.823529412,8.823529412,8.823529412,8.823529412,
Greenland,GRL,Arable land (% of land area),AG.LND.ARBL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,Arable land (% of land area),AG.LND.ARBL.ZS,,10.26502426,10.26502426,10.26502426,10.26502426,10.26502426,10.26502426,10.35834267,10.35834267,10.26502426,10.26502426,10.26502426,10.45166107,10.73161627,10.91825308,10.91825308,11.19820829,11.6648003,11.6648003,11.65546846,11.8514371,11.8980963,12.13139231,12.13139231,12.13139231,12.13139231,12.13139231,12.13139231,12.13139231,12.13139231,12.13139231,12.13139231,12.13139231,12.35535648,12.63531168,12.64464352,12.70063457,13.46985816,14.23908175,15.00830534,15.77752893,16.54675252,17.31597611,18.08510638,15.57484136,13.06457633,14.0537514,14.70698022,12.36468832,11.76315789,11.16162747,10.56009705,9.958566629,9.357036208,8.714072415,8.044046286,8.044046286,8.044046286,8.044046286,8.044046286,8.044046286,
Guam,GUM,Arable land (% of land area),AG.LND.ARBL.ZS,,3.703703704,3.703703704,3.703703704,3.703703704,3.703703704,3.703703704,3.703703704,3.703703704,3.703703704,3.703703704,3.703703704,3.703703704,3.703703704,3.703703704,3.703703704,3.703703704,3.703703704,3.703703704,3.703703704,3.703703704,3.703703704,3.703703704,3.703703704,3.703703704,3.703703704,3.703703704,3.703703704,3.703703704,3.703703704,3.703703704,3.703703704,3.703703704,3.703703704,3.703703704,3.703703704,3.703703704,3.703703704,3.703703704,3.703703704,3.703703704,3.703703704,3.703703704,3.703703704,3.703703704,3.703703704,3.703703704,1.851851852,1.851851852,1.851851852,1.851851852,1.851851852,1.851851852,1.851851852,1.851851852,1.851851852,1.851851852,1.851851852,1.851851852,1.851851852,1.851851852,
Guyana,GUY,Arable land (% of land area),AG.LND.ARBL.ZS,,1.779268975,1.779268975,1.779268975,1.779268975,1.779268975,1.804687103,1.804687103,1.804687103,1.804687103,1.830105231,1.830105231,1.830105231,1.840272482,1.840272482,1.849123698,1.996443993,2.143764288,2.291084582,2.438404877,2.438404877,2.438404877,2.438404877,2.438404877,2.438404877,2.438404877,2.438404877,2.438404877,2.438404877,2.438404877,2.438404877,2.438404877,2.438404877,2.438404877,2.438404877,2.438404877,2.438404877,2.438404877,2.438404877,2.438404877,2.286004572,2.286004572,2.286004572,2.286004572,2.286004572,2.133604267,2.133604267,2.133604267,2.133604267,2.133604267,2.133604267,2.133604267,2.133604267,2.133604267,2.133604267,2.133604267,2.133604267,2.133604267,2.133604267,2.133604267,2.133604267,
High income,HIC,Arable land (% of land area),AG.LND.ARBL.ZS,,10.75559401,10.6869007,10.748491,10.71371024,10.7041269,10.68668537,10.64850082,10.87713268,11.05243141,10.97597777,10.84188058,10.81872769,10.72945446,10.71136542,10.66832605,10.68937389,10.70738225,10.8352185,10.85090707,10.86535967,10.87932484,10.88837987,10.88003651,10.96940894,10.95601543,10.95746632,10.87008105,10.81026931,10.7658777,10.73872447,10.71538982,10.73304928,10.78752104,10.75263654,10.66628107,10.65116086,10.65422604,10.63012631,10.61086373,10.59825773,10.54418797,10.38428499,10.25973122,10.24747738,10.17816826,10.02452618,9.873929534,9.877312767,9.916547149,9.783428983,9.910063858,9.8779708,9.867162533,9.921033348,9.90226878,9.874991952,9.90976525,9.900646596,9.90160211,9.862324217,
"Hong Kong SAR, China",HKG,Arable land (% of land area),AG.LND.ARBL.ZS,,12.74509804,12.74509804,12.74509804,11.76470588,11.76470588,11.76470588,11.76470588,11.76470588,11.76470588,11.76470588,10.78431373,10.78431373,10.78431373,10.78431373,8.910891089,8.910891089,8,8,8,7,7,7.070707071,7.070707071,7.070707071,7.070707071,7.070707071,7.070707071,7.070707071,6.060606061,6.060606061,6.060606061,6.060606061,6.060606061,6.060606061,5.714285714,5.714285714,4.761904762,4.761904762,4.761904762,4.761904762,4.761904762,4.761904762,4.761904762,4.761904762,4.761904762,3.80952381,3.80952381,3.80952381,3.80952381,3.333333333,3.333333333,2.952380952,2.952380952,2.952380952,2.952380952,2.857142857,2.952380952,2.857142857,2.857142857,1.904761905,
Honduras,HND,Arable land (% of land area),AG.LND.ARBL.ZS,,11.57386719,11.66324068,11.70792743,11.73473948,11.77942622,11.83305032,11.88667441,11.90454911,11.86879971,11.88667441,11.91348646,12.22629368,12.31566717,12.36929127,12.62847439,12.85190812,13.43283582,13.44177317,13.35239968,13.26302619,13.23621414,13.19152739,13.11109125,13.0842792,13.00384306,12.96809366,12.87872017,12.78934668,12.92340692,13.0664045,13.33452498,13.54008401,15.04155867,14.74662615,14.29975869,14.29975869,13.58477076,13.58477076,13.1200286,9.545088927,9.545088927,9.545088927,9.545088927,9.384216641,9.384216641,9.384216641,9.384216641,9.098221468,9.116096166,9.116096166,9.116096166,9.116096166,9.116096166,9.116096166,9.116096166,9.116096166,9.116096166,9.116096166,9.116096166,9.116096166,
Heavily indebted poor countries (HIPC),HPC,Arable land (% of land area),AG.LND.ARBL.ZS,,4.993760457,5.033145183,5.122191111,5.161373344,5.206478473,5.231334386,5.257405252,5.332023614,5.371712078,5.384519707,5.430991658,5.467187132,5.468857693,5.447048215,5.487923445,5.532321335,5.543813149,5.616814012,5.629368946,5.641772005,5.632710178,5.659743785,5.691232368,5.715127242,5.788583728,5.803214276,5.797240557,5.83257662,5.855863997,5.928206739,5.98845017,6.049554221,6.212110236,6.232917001,6.391828034,6.538943505,6.594782585,6.607722266,6.655390514,6.629045403,6.703945707,6.791818092,7.076288079,7.0805714,7.263855687,7.312527995,7.456842716,7.618498896,7.813478425,7.976385099,8.102332714,8.474708133,8.605479927,8.646107099,8.67728331,8.757297139,8.814798387,8.878917995,8.8984408,8.897376703,
Croatia,HRV,Arable land (% of land area),AG.LND.ARBL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.6776963,18.99481309,19.74602039,19.97853693,17.61343337,17.5598428,19.47773207,19.10212842,15.05937902,15.25611675,15.345543,15.43849618,15.13472947,15.59931384,15.74226288,15.22407262,15.3795297,15.51533128,16.16038882,16.02280037,16.19612608,15.66006719,14.52540919,15.07576299,15.61718247,14.59867057,14.36637839,14.70588235,15.88634739,
Haiti,HTI,Arable land (% of land area),AG.LND.ARBL.ZS,,32.65602322,32.65602322,32.65602322,32.65602322,32.65602322,32.65602322,32.65602322,32.65602322,32.65602322,32.65602322,32.65602322,27.86647315,27.86647315,27.86647315,27.86647315,27.93904209,27.93904209,28.30188679,28.30188679,28.30188679,28.30188679,28.30188679,28.30188679,28.30188679,28.30188679,28.30188679,28.30188679,28.30188679,28.30188679,28.30188679,28.30188679,28.30188679,28.30188679,29.0275762,29.0275762,29.0275762,32.65602322,32.65602322,32.65602322,32.65602322,32.65602322,32.65602322,32.65602322,32.65602322,32.65602322,32.65602322,38.09869376,36.28447025,37.23984035,39.91291727,38.46153846,36.28447025,38.82438316,38.82438316,38.82438316,38.82438316,38.82438316,38.82438316,38.82438316,38.82438316,
Hungary,HUN,Arable land (% of land area),AG.LND.ARBL.ZS,,57.68547312,57.67607198,57.70298789,57.90292125,58.08709176,58.04910565,57.94444444,57.86198466,57.78419824,57.71282507,57.6192064,57.54140269,57.53028787,57.00789152,56.9967767,56.78710395,56.36949755,56.08536179,56.01645907,55.91146702,55.9621802,55.83490933,55.85224744,55.93012906,56.03026257,56.10814419,56.16377392,56.19227773,56.2145321,56.23678647,56.25904084,52.76510515,52.83774761,52.84887603,53.48319608,53.53883819,53.67483296,53.6636971,53.61915367,51.35014506,51.39477795,51.39477795,51.29435394,51.30551216,51.34471599,51.30007812,51.24428077,51.16616449,50.64619463,48.51430465,48.54744284,48.56953496,47.67480393,47.35919351,47.38110892,47.37015122,47.37015122,47.38110892,47.304405,43.9623055,
IBRD only,IBD,Arable land (% of land area),AG.LND.ARBL.ZS,,9.80961072,9.846814806,9.903130296,9.935916943,9.96916451,10.01111467,10.04955888,10.09717516,10.12271061,10.11509299,10.1347228,10.21790041,10.28652733,10.33793521,10.34535936,10.41863325,10.49187531,10.56899724,10.65479289,10.64836302,10.70291808,10.82466554,10.95172851,11.1556437,11.36000602,11.36994594,11.39483073,11.38837785,11.39468803,11.39837873,11.40285722,11.07815048,11.01585419,10.95613644,10.91404405,10.86895001,10.88865148,10.88076783,10.87229079,10.81813963,10.8053178,10.79497044,10.84401509,10.88323723,10.88296518,10.89146559,10.90380462,10.88666436,10.91017329,10.92784598,10.9411362,10.95873522,10.97002421,10.94936715,10.95133883,10.94471988,10.98860051,10.96284266,10.93587356,10.94316234,
